# bid	title	code_points	characters	released	type	production	collection	issued
# source: 日本古典籍くずし字データセット (CODH), https://codh.rois.ac.jp/char-shape/book/, and the NIJL IIIF manifests
# licence: CC BY-SA 4.0, http://codh.rois.ac.jp/char-shape/#license
# read on 2026-09-11; 44 books, 1086326 characters
200014685	南総里見八犬伝	1731	15864	2019-01	刊	printed	国文研	1 文溪堂／丁字屋／平兵衞〈東都〉  第一輯||2 文溪堂／丁字屋／平兵衞〈東都〉  第三輯||3 文溪堂／丁字屋／平兵衞〈東都〉  第四輯||4 河内屋／太助〈大坂〉，若林／清兵衞〈江戸〉，丁子屋／平兵衞〈江戸〉 文政６ 第五輯||5 河内屋／太助〈大坂〉，若林／清兵衞〈江戸〉，山崎／平八〈江戸〉，美濃屋／甚三郎〈江戸〉 文政１１ 第六輯||6 美濃屋／甚三郎〈江戸〉，平林／庄五郎〈江戸〉，丁子屋／平兵衞〈江戸〉 天保３ 第八輯上帙||7 河内屋／長兵衞〈大坂〉，河内屋／茂兵衞〈大坂〉，平林／庄五郎〈江戸〉，丁子屋／平兵衞〈江戸〉 天保４ 第八輯下帙||8 河内屋／長兵衞〈大坂〉，河内屋／茂兵衞〈大坂〉，丁子屋／平兵衞〈江戸〉 天保６ 第九輯上帙||9 河内屋／長兵衞〈大阪〉，河内屋／茂兵衞〈大阪〉，丁子屋／平兵衞〈江戸〉 天保７ 第九輯中帙||10 河内屋／長兵衞〈大阪〉，河内屋／茂兵衞〈大阪〉，丁子屋／平兵衞〈江戸〉 天保８ 第九輯下帙之上||11 河内屋／長兵衞〈大阪〉，河内屋／茂兵衞〈大阪〉，丁子屋／平兵衞〈江戸〉 天保９ 第九輯下帙中巻||12 大文字屋／得五郎〈京都〉，河内屋／長兵衞〈大阪〉，河内屋／茂兵衞〈大阪〉，河内屋／太助〈大阪〉，丁子屋／平兵衞〈江戸〉 天保１０ 第九輯下帙之下甲号||13 大文字屋／得五郎〈京都〉，河内屋／茂兵衞〈大阪〉，河内屋／太助〈大阪〉，丁子屋／平兵衞〈江戸〉 天保１１ 第九輯下帙之下乙号上套||14 大文字屋／得五郎〈京都〉，河内屋／茂兵衞〈大阪〉，河内屋／藤四郎〈京都〉，丁子屋／平兵衞〈江戸〉 天保１１ 第九輯下帙之下乙号中套||15 大文字屋／仙藏〈京都〉，河内屋／茂兵衞〈大阪〉，河内屋／太助〈大阪〉，丁子屋／平兵衞〈江戸〉 天保１２ 第九輯下帙下編上||16 河内屋／藤四郎〈京都〉，大文字屋／仙藏〈京都〉，河内屋／太助〈大阪〉，河内屋／直助〈大阪〉，河内屋／茂兵衞〈大阪〉，丁子屋／平兵衞〈江戸〉 天保１２ 第九輯下帙下編之中||17 河内屋／茂兵衞〈大阪〉，丁子屋／平兵衞〈江戸〉 天保１３ 第九輯全竟||18 河内屋／藤四郎〈京都〉，大文字屋／仙蔵〈京都〉，河内屋／太助〈大阪〉，河内屋／直助〈大阪〉，河内屋／茂兵衞〈大阪〉，丁子屋／平兵衞〈江戸〉 天保１３ 第九輯結局下編
200014740	雨月物語	1922	44832	2017-06	刊	printed	国文研貴重書	1 梅村／判兵衛〈京都〉，野村／長兵衛〈大坂〉 安永５
200015779	浮世風呂	1743	60381	2019-01	刊	printed	国文研	1 西村／源六〈江戸〉，石渡／平八〈江戸〉 文化６ 初編||2 西村／源六〈江戸〉，石渡／利助〈江戸〉，石渡／平八〈江戸〉  二編||3 西村／源六〈江戸〉，石渡／利助〈江戸〉 文化９ 三編||4 西村／源六〈江戸〉，石渡／利助〈江戸〉 文化１０ 四編
200015843	日本永代蔵	1669	50087	2019-11	刊	printed	国文研高乗	1 金屋／長兵衛〈京〉 貞享５ ||2 森田／庄太郎〈大坂〉
200017458	曾我物語	166	29584	2019-11	刊	printed	国文研	1  寛文１１
200018243	玉くしげ	676	13623	2019-11	刊	printed	国文研鵜飼	1 城戸／市右衛門〈京都〉 天保１３
200019865	女郎花物語	760	39183	2019-11	刊	printed	国文研鵜飼	1 秋田屋／安兵衞〈大坂〉，坂田屋／平兵衞〈大坂〉
200020019	竹斎	312	33163	2019-11	刊	printed	国文研鵜飼	
200021063	うすゆき物語	314	17593	2019-11	刊	printed	国文研	1  元禄４
200021071	伊曾保物語	610	45358	2019-11	刊	printed	国文研貴重書	
200021086	伊曾保物語	718	15284	2019-11	刊	printed	国文研	
200021637	当世料理	417	4871	2016-11/2017-06	刊	printed	国文研古典籍セ	1 吉田屋／文三郎〈東都〉
200021644	菓子話船橋	778	12313	2019-01	刊	printed	国文研古典籍セ	1 尚古堂／岡田屋／嘉七〈江戸〉，甘泉堂／和泉屋／市兵衛〈江戸〉 天保１２
200021660	養蚕秘録	1711	32525	2017-06	刊	printed	国文研古典籍セ	1 須原屋／茂兵衞〈江戸〉，須原屋／平助〈江戸〉，柏原屋／清右衛門〈大阪〉，須原屋／平左衞門〈京都〉 享和３
200021712	万宝料理秘密箱	821	24480	2016-11	刊	printed	国文研古典籍セ	1 須原屋／荗兵衞〈江戸〉，中川／藤四郎〈京〉 寛政７
200021763	膳部料理抄	700	11397	2016-11	写	handwritten	国文研古典籍セ	
200021802	料理物語	555	19607	2016-11	刊	printed	国文研古典籍セ	1  寛永２０
200021851	かてもの	427	5599	2017-06	刊	printed	国文研古典籍セ	1  享和２
200021853	日用惣菜俎不時珍客即席庖丁	594	9046	2016-11	刊	printed	国文研古典籍セ	1 西宮／彌兵衛〈東都〉，北嶋／順四郎〈東都〉，岡田屋／嘉七〈東都〉，和泉屋／市兵衛〈東都〉 天保７
200021869	料理方心得之事	330	3003	2016-11	写	handwritten	国文研古典籍セ	
200021925	新編異国料理	687	4259	2016-11	刊	printed	国文研古典籍セ	1 大和屋／喜兵衛〈江戸〉 文久１
200022050	料理秘伝抄	255	9545	2016-11	刊	printed	国文研古典籍セ	1 本や／五兵衛 貞享１
200025191	仁勢物語	468	21701	2019-11	刊	printed	国文研鉄心斎	1 鹿田／靜七〈大坂〉
brsk00000	物類称呼	2171	75462	2017-06		unknown		
hnsd00000	比翼連理花迺志満台	1907	83492	2017-06		unknown		
umgy00000	春色梅児与美	1660	79415	2019-01		unknown		
