# Pilot items: Honkoku-Lines items on PDM 1.0 or CC BY 4.0 images.
# group: calibration (the first two pages) or heldout (the rest).
# page_id is the page record id the importer writes, hl:<item_id>:<image_index>.
item_id	title	holder	licence	production	band	lines_per_page	n_pages	group	page_id	image_index	n_lines	reason
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:12	12	30	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:13	13	6	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:18	18	27	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:20	20	28	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:21	21	30	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:22	22	12	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
5B7E3F3297D1937C6677C28010C1C482	御先手組江戸御屋敷御門番勤方	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	handwritten	dense	23.6	17	heldout	hl:5B7E3F3297D1937C6677C28010C1C482:25	25	7	dense lines, handwritten, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	calibration	hl:db756a349241476df2db53a0cfcd6cd6:0	0	1	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	calibration	hl:db756a349241476df2db53a0cfcd6cd6:1	1	12	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:2	2	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:3	3	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:4	4	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:5	5	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:6	6	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:7	7	12	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:8	8	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:9	9	15	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:10	10	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:11	11	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:12	12	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:13	13	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:14	14	23	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:15	15	16	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:16	16	21	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:17	17	16	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:18	18	22	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:19	19	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:20	20	16	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:21	21	12	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:22	22	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:23	23	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:24	24	13	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:25	25	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:26	26	16	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:27	27	27	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:28	28	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:29	29	21	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:30	30	5	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:31	31	1	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:32	32	14	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:33	33	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:34	34	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:35	35	24	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:36	36	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:37	37	16	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:38	38	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:39	39	9	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:40	40	11	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:41	41	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:42	42	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:43	43	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:44	44	24	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:45	45	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:46	46	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:47	47	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:48	48	21	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:49	49	22	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:50	50	29	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:51	51	25	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:52	52	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:53	53	21	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:54	54	22	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:55	55	22	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:56	56	23	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:57	57	14	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:58	58	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:59	59	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:60	60	25	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:61	61	23	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:62	62	22	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:63	63	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:64	64	24	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:65	65	18	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:66	66	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:67	67	25	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:68	68	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:70	70	17	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:71	71	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:72	72	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:73	73	5	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:74	74	20	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:75	75	19	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:76	76	10	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:77	77	11	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:78	78	10	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:79	79	21	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
db756a349241476df2db53a0cfcd6cd6	願書控帳	伊那市立高遠町図書館・合同会社AMANE	CC-BY-4.0	unknown	medium	16.9	88	heldout	hl:db756a349241476df2db53a0cfcd6cd6:80	80	10	medium lines, unknown, 伊那市立高遠町図書館・合同会社AMANE
